rep_unit_code,rep_unit_desc,dealer_agent_code,dealer_agent_desc
7200,VG NL (VG7200),0002267315,Van Leerzem Italiaanse Keukens
7200,VG NL (VG7200),0002267343,J. Herijgers
7200,VG NL (VG7200),0002267351,Electro World Van Hulzen
7200,VG NL (VG7200),0002267354,Huizenga Keukens
7200,VG NL (VG7200),0002267357,Huibers Elektrovakzaak B.V.
7200,VG NL (VG7200),0002267383,Huisman Retail B.V.
7200,VG NL (VG7200),0002267449,Inter Art
7200,VG NL (VG7200),0002267490,Dental Bauer Nederland B.V.
7200,VG NL (VG7200),0002267533,BMN Nieuwegein
7200,VG NL (VG7200),0002267535,Image Keukens B.V.
7200,VG NL (VG7200),0002267570,Interset Keukens B.V.
7200,VG NL (VG7200),0002267580,Intermat Mijdrecht B.V.
7200,VG NL (VG7200),0002267587,IC Woerden B.V.
7200,VG NL (VG7200),0002267610,Coen Hof B.V.
7200,VG NL (VG7200),0002267611,Firma Hofman
7200,VG NL (VG7200),0002267626,Hofmeester Dental BV
7200,VG NL (VG7200),0002267631,EP:Hofman Elektronica
7200,VG NL (VG7200),0002267644,Elektro-Specialist Hoeben
7200,VG NL (VG7200),0002267695,Electro World Hogeweg
7200,VG NL (VG7200),0002267698,Hogerhuis Expert B.V.
7200,VG NL (VG7200),0002267719,Electro World van Hezik
7200,VG NL (VG7200),0002267746,Witgoed reparatie De Heuvelrug
7200,VG NL (VG7200),0002267755,Heijnen Digitaal Beter BV
7200,VG NL (VG7200),0002267758,Electro World vd Heijden BV
7200,VG NL (VG7200),0002267766,Hijwegen's Witgoed-en Electro-Serv.
7200,VG NL (VG7200),0002267802,Expert Meijer Franeker
7200,VG NL (VG7200),0002267825,Horsthuis Rossum B.V.
7200,VG NL (VG7200),0002267858,Hoppenbrouwers Electro World
7200,VG NL (VG7200),0002267874,Houtwerk B.V.
7200,VG NL (VG7200),0002267894,Keukenstudio Voorschoten V.O.F.
7200,VG NL (VG7200),0002267897,EP:Van Houwelingen
7200,VG NL (VG7200),0002267914,Van Hout Keukens V.O.F.
7200,VG NL (VG7200),0002267937,HomeMatic DesignKeukens
7200,VG NL (VG7200),0002267968,KBK Ramakers Interieurbouw B.V.
7200,VG NL (VG7200),0002267985,BouwCenter LOGUS-de Hoop Terneuzen
7200,VG NL (VG7200),0002267986,BouwCenter LOGUS-de Hoop Terneuzen
7200,VG NL (VG7200),0002268025,Hoogendoorn Witgoed
7200,VG NL (VG7200),0002268043,Keukenhof Sliedrecht
7200,VG NL (VG7200),0002268048,Keukenland Wijhe B.V.
7200,VG NL (VG7200),0002268049,Keukenhof Wieringerm.
7200,VG NL (VG7200),0002268062,Saniluxe keukens B.V./J2 Koken
7200,VG NL (VG7200),0002268070,Keukenmaxx BV
7200,VG NL (VG7200),0002268110,Keukenline BV
7200,VG NL (VG7200),0002268131,Keukenarchitectuur Zeist
7200,VG NL (VG7200),0002268134,Het Keukenmagazijn
7200,VG NL (VG7200),0002268138,Kers Elektro Reparatie Service BV
7200,VG NL (VG7200),0002268167,Keukenstudio Van Kempen B.V.
7200,VG NL (VG7200),0002268182,Expert Veldhoven
7200,VG NL (VG7200),0002268200,Keukendesign Kampen B.V.
7200,VG NL (VG7200),0002268202,Het Keukenhuys Hoorn B.V.
7200,VG NL (VG7200),0002268230,Gorissen Keukens
7200,VG NL (VG7200),0002268233,Eigenhuis Keukens Amersfoort B.V.
7200,VG NL (VG7200),0002268252,EP:Klaver
7200,VG NL (VG7200),0002268263,De Klein Audiovisuals
7200,VG NL (VG7200),0002268294,Klomp Keukens
7200,VG NL (VG7200),0002268301,Kloosterman Keukens en Badkamers BV
7200,VG NL (VG7200),0002268310,Kluijtmans Totaalservice
7200,VG NL (VG7200),0002268319,ServicePartner VOF Bokkers & Renes
7200,VG NL (VG7200),0002268438,G.A.M. Kint van Kampen VOF
7200,VG NL (VG7200),0002268472,Expert Laren BV
7200,VG NL (VG7200),0002268493,E.T.I.B. E. Joannes
7200,VG NL (VG7200),0002268536,Hans Jongbloed
7200,VG NL (VG7200),0002268558,Janssen Elektro V.O.F.
7200,VG NL (VG7200),0002268566,Jansen Totaal Wonen B.V.
7200,VG NL (VG7200),0002268597,Jansens-Balvers B.V.
7200,VG NL (VG7200),0002268602,ElektroVakman B.J. Zundert
7200,VG NL (VG7200),0002268608,Expert Jansen B.V.
7200,VG NL (VG7200),0002268629,EP:Jeuken
7200,VG NL (VG7200),0002268640,Keukenspeciaalzaak Janssen B.V.
7200,VG NL (VG7200),0002268642,Janssen Elektra BV
7200,VG NL (VG7200),0002268646,Techno Janssen V.O.F.
7200,VG NL (VG7200),0002268706,C. van Kapel VOF Elektro-Technisch
7200,VG NL (VG7200),0002268735,Kookhuis B.V.
7200,VG NL (VG7200),0002268762,KBC Scharnegoutum B.V.
7200,VG NL (VG7200),0002268816,Spelt Witgoed en reparatie V.O.F.
7200,VG NL (VG7200),0002268846,Montall Keukens B.V.
7200,VG NL (VG7200),0002268859,V.O.F. Van der Kampen Electronics
7200,VG NL (VG7200),0002268879,Van Galen Keuken & Bad B.V.
7200,VG NL (VG7200),0002268948,Gego  B.V.
7200,VG NL (VG7200),0002268953,Gay Jongen Maastricht BV
7200,VG NL (VG7200),0002268977,Keukencentrum Franssen B.V.
7200,VG NL (VG7200),0002268989,Franken Keukens B.V.
7200,VG NL (VG7200),0002269013,Formaat Keukens
7200,VG NL (VG7200),0002269110,Keuken en interieurontwerpers
7200,VG NL (VG7200),0002269112,Tinnemans Keukens B.V.
7200,VG NL (VG7200),0002269131,P. Geraedts V.O.F.
7200,VG NL (VG7200),0002269154,Gijsberts Keukens-Tegels-Sanitair
7200,VG NL (VG7200),0002269156,Expert Wijchen
7200,VG NL (VG7200),0002269218,Fa. M.A. van Geloof en Zoon
7200,VG NL (VG7200),0002269249,Van Gent Walburg B.V.
7200,VG NL (VG7200),0002269280,Expert Gennep B.V.
7200,VG NL (VG7200),0002269297,Van Essen Interieurbouw B.V.
7200,VG NL (VG7200),0002269322,Expert van Erp B.V.
7200,VG NL (VG7200),0002269342,Feenstra Keuken & Bad Sneek BV
7200,VG NL (VG7200),0002269431,Electro World Eltink Bemmel B.V.
7200,VG NL (VG7200),0002269440,Fisher Scientific
7200,VG NL (VG7200),0002269449,AU FOUR Keukens
7200,VG NL (VG7200),0002269473,Erbee Keukens
7200,VG NL (VG7200),0002269484,Engberts en Olthuis
7200,VG NL (VG7200),0002269490,EP:Enter
7200,VG NL (VG7200),0002269497,Frits van Enk Expert B.V.
7200,VG NL (VG7200),0002269545,Qoqon Ermelo
7200,VG NL (VG7200),0002269583,Floris Elektrotechniek B.V.
7200,VG NL (VG7200),0002269585,André Flinkert Service/Installatie
7200,VG NL (VG7200),0002269603,Floris Keukens
7200,VG NL (VG7200),0002269610,Expert Woerden
7200,VG NL (VG7200),0002269615,Nederlandse Expert Groep BV
7200,VG NL (VG7200),0002269618,Expert Emmen
7200,VG NL (VG7200),0002269619,Expert Drachten
7200,VG NL (VG7200),0002269647,Electro World Witte Hal mét Kwik-Rep
7200,VG NL (VG7200),0002269650,Expert Asten
7200,VG NL (VG7200),0002269657,EP:Excellent
7200,VG NL (VG7200),0002269692,EP:Faber B.V.
7200,VG NL (VG7200),0002269694,Joop Faase B.V.
7200,VG NL (VG7200),0002269708,Fair Price Dé Witgoed Specialist
7200,VG NL (VG7200),0002269717,EP:Back Electronics
7200,VG NL (VG7200),0002269727,De Mulder Keukens op Maat B.V.
7200,VG NL (VG7200),0002269736,Electro Hardenberg (XLR Audio)
7200,VG NL (VG7200),0002269762,Electroworld Hartelust
7200,VG NL (VG7200),0002269786,Haijma Dé Witgoed Specialist
7200,VG NL (VG7200),0002269788,Hawinkels Interieur
7200,VG NL (VG7200),0002269807,Electro World van Hattum B.V.
7200,VG NL (VG7200),0002269812,Expert Neede
7200,VG NL (VG7200),0002269828,Electro World Hagedoorn
7200,VG NL (VG7200),0002269829,De Hagenpoort
7200,VG NL (VG7200),0002269838,Expert Den Dolder
7200,VG NL (VG7200),0002269864,Expert Boskoop B.V.
7200,VG NL (VG7200),0002269883,Keukencentrum Wim van der Ham B.V.
7200,VG NL (VG7200),0002269907,Haku Dé Witgoed Specialist
7200,VG NL (VG7200),0002269946,BouwCenter HCI B.V.
7200,VG NL (VG7200),0002270013,Firma Radio Henneken
7200,VG NL (VG7200),0002270024,Hermkes Interieur
7200,VG NL (VG7200),0002270034,Ter Heegde Handelmaatschappij  B.V.
7200,VG NL (VG7200),0002270042,W.M.M. Heerkens Keukens B.V.
7200,VG NL (VG7200),0002270062,HBV Keukens
7200,VG NL (VG7200),0002270066,Expert Uithoorn
7200,VG NL (VG7200),0002270069,Heas & Doedens
7200,VG NL (VG7200),0002270105,Expert Oss BV
7200,VG NL (VG7200),0002270113,M. van Heertum v.o.f.
7200,VG NL (VG7200),0002270133,Witgoed Specialist Hevi B.V.
7200,VG NL (VG7200),0002270141,Elgo Eethen B.V.
7200,VG NL (VG7200),0002270181,De Stofz.centrale L.van Gorkom BV
7200,VG NL (VG7200),0002270215,D. van de Graaf Elektrotechniek vof
7200,VG NL (VG7200),0002270218,Keukencentrum De Graafschap
7200,VG NL (VG7200),0002270236,Expert de Graaf
7200,VG NL (VG7200),0002270238,Expert de Graaf
7200,VG NL (VG7200),0002270272,Keukencentrum D.van Ginkel en Zn.BV
7200,VG NL (VG7200),0002270281,G.T.C. Gjaltema vof
7200,VG NL (VG7200),0002270310,Witgoed Specialist Van de Goor BV
7200,VG NL (VG7200),0002270311,Goossens Keukens & Interieurs
7200,VG NL (VG7200),0002270318,Electro Gommans
7200,VG NL (VG7200),0002270327,SP:Audio-Video-Electro Van Gog
7200,VG NL (VG7200),0002270331,Goergen B.V.
7200,VG NL (VG7200),0002270357,EP:Gruyters P.
7200,VG NL (VG7200),0002270397,Electro World de Groot
7200,VG NL (VG7200),0002270409,ElektroVakman De Haan Elektrotechn.
7200,VG NL (VG7200),0002270410,Lieshout Dé Witgoed Specialist
7200,VG NL (VG7200),0002270414,Haak Keukens
7200,VG NL (VG7200),0002270419,H.W.de Haar Niftrik B.V.
7200,VG NL (VG7200),0002270425,Firma Haantjes V.O.F.
7200,VG NL (VG7200),0002270468,Grando Keukens Naaldwijk
7200,VG NL (VG7200),0002270470,Schepers Keukendesign
7200,VG NL (VG7200),0002270478,Grando Keukens Uden
7200,VG NL (VG7200),0002270480,Grando Retail B.V.
7200,VG NL (VG7200),0002270520,Electro World Grootaarts V.O.F.
7200,VG NL (VG7200),0002270531,A. van der Groef B.V.
7200,VG NL (VG7200),0002270535,Oude Lashof V.O.F.
7200,VG NL (VG7200),0002270538,Pieter Groen THO
7200,VG NL (VG7200),0002270551,EP:Groot Zevert
7200,VG NL (VG7200),0002278982,Electro World Weiden
7200,VG NL (VG7200),0002278999,Electro World Weerts B.V.
7200,VG NL (VG7200),0002279005,Electro World van der Weerd
7200,VG NL (VG7200),0002279006,Weeteling Keukens
7200,VG NL (VG7200),0002279077,Wassenbergh Witgoed V.O.F.
7200,VG NL (VG7200),0002279081,Wasmachinehuis
7200,VG NL (VG7200),0002279085,H. Worst h/o Expert Witgoed
7200,VG NL (VG7200),0002279087,De Waswacht B.V.
7200,VG NL (VG7200),0002279094,Witgoed Specialist Terneuzen
7200,VG NL (VG7200),0002279109,Huysinc B.V.
7200,VG NL (VG7200),0002279116,Van Warmerdam Speciaal Meubilair BV
7200,VG NL (VG7200),0002279131,Weba Design Bilthoven B.V.
7200,VG NL (VG7200),0002279155,Witgoedspecialist Waterland
7200,VG NL (VG7200),0002279185,Gebroeders de Wilde B.V.
7200,VG NL (VG7200),0002279188,Wiko Wehl B.V.
7200,VG NL (VG7200),0002279190,Witgoed Specialist Wijntje B.V.
7200,VG NL (VG7200),0002279196,Wildhagen Design Keukens
7200,VG NL (VG7200),0002279198,Edward Wilting Keukens B.V.
7200,VG NL (VG7200),0002279203,EP:Witgoedhuis
7200,VG NL (VG7200),0002279220,Wijnand Keukens BV
7200,VG NL (VG7200),0002279230,Oudman Keukens
7200,VG NL (VG7200),0002279235,EP:Windhorst Techniek
7200,VG NL (VG7200),0002279248,Luit Windt Keukenstudio
7200,VG NL (VG7200),0002279254,Vennootschap Winkelmolen
7200,VG NL (VG7200),0002279336,Van Westen Keukens B.V.
7200,VG NL (VG7200),0002279345,De Witgoedpartner
7200,VG NL (VG7200),0002279361,Electro World Wiendels
7200,VG NL (VG7200),0002279365,Van de Weijer Keukentechniek B.V.
7200,VG NL (VG7200),0002279367,Witgoed Specialist van de Weijer BV
7200,VG NL (VG7200),0002279384,EP:Weijs Elektro
7200,VG NL (VG7200),0002279402,Bert van Vlijmen Keukenarchitectuur
7200,VG NL (VG7200),0002279407,Electro World Vogel D.A. & Zn. BV
7200,VG NL (VG7200),0002279418,Expert Van Geel Roosendaal V.O.F.
7200,VG NL (VG7200),0002279419,Vonk en Co BV
7200,VG NL (VG7200),0002279423,Van Vliet Keukens B.V.
7200,VG NL (VG7200),0002279434,"Keuken, badkamer, vloeren-centr BV"
7200,VG NL (VG7200),0002279447,EP:Voordeelland
7200,VG NL (VG7200),0002279470,"Voortman Pesse Badkamers,"
7200,VG NL (VG7200),0002279480,ElekroVakman Volta Elektra BV
7200,VG NL (VG7200),0002279482,Dennis Vollenga Technische Dienst
7200,VG NL (VG7200),0002279494,Vonder Interieur B.V.
7200,VG NL (VG7200),0002279497,Electro World R. Visser
7200,VG NL (VG7200),0002279506,De Keukenkamer
7200,VG NL (VG7200),0002279513,Electro World Visser
7200,VG NL (VG7200),0002279517,Visker Interieurbouw B.V.
7200,VG NL (VG7200),0002279522,Keuken Ontwerpers Oosterhout B.V.
7200,VG NL (VG7200),0002279533,Vink Vormgeving In Keukens BV
7200,VG NL (VG7200),0002279546,Vink Witgoed
7200,VG NL (VG7200),0002279547,Vink Witgoed B.V.
7200,VG NL (VG7200),0002279571,Vleeshouwers Electro
7200,VG NL (VG7200),0002279572,Electro World Wout van Vlerken
7200,VG NL (VG7200),0002279680,Wakkermans Elektro BV
7200,VG NL (VG7200),0002279719,Electro World Radio Vos
7200,VG NL (VG7200),0002279755,Bulthaup Presentatie Groningen
7200,VG NL (VG7200),0002279758,Vos Instrumenten BV
7200,VG NL (VG7200),0002279760,De Vries Elektro B.V.
7200,VG NL (VG7200),0002279761,V.M. Keukens
7200,VG NL (VG7200),0002279762,Total Home Concept
7200,VG NL (VG7200),0002279772,Electro de Vries B.V.
7200,VG NL (VG7200),0002279777,Firma J. Vroegop en Zonen
7200,VG NL (VG7200),0002279806,Expert Meijer Bolsward
7200,VG NL (VG7200),0002279833,De Elementen Interieur Platform
7200,VG NL (VG7200),0002279853,EP:Zwirs
7200,VG NL (VG7200),0002280283,Expert Woldhuis
7200,VG NL (VG7200),0002280288,Expert Dronten Zwiers B.V.
7200,VG NL (VG7200),0002280304,Fa. P. Wouters en Zn.
7200,VG NL (VG7200),0002280306,EP:Faarts
7200,VG NL (VG7200),0002280308,Concordia Keuken en Bad Heerenveen
7200,VG NL (VG7200),0002280311,Rob Woud Keukeninbouwapparatuur BV
7200,VG NL (VG7200),0002280387,B.M. Wisker B.V.
7200,VG NL (VG7200),0002280410,Wolthaus Witgoed B.V.
7200,VG NL (VG7200),0002280429,Piet de Wit Keukens
7200,VG NL (VG7200),0002280442,Thijs Keukens
7200,VG NL (VG7200),0002280485,Van der Zandt Keuken-Interieurs B.V
7200,VG NL (VG7200),0002280528,Expert Zeewolde B.V.
7200,VG NL (VG7200),0002280535,De Zeug Timmer- en
7200,VG NL (VG7200),0002280536,Z.E.S. Electronic Repair-Logistics
7200,VG NL (VG7200),0002280546,Expert Zelhem B.V.
7200,VG NL (VG7200),0002280551,Van der Wijngaard Electronics
7200,VG NL (VG7200),0002280581,WST Keukens B.V.
7200,VG NL (VG7200),0002280626,De Zaak
7200,VG NL (VG7200),0002280641,Radio Ypey
7200,VG NL (VG7200),0002639865,Expert Pijnacker B.V.
7200,VG NL (VG7200),0002639954,Groeneveld Keukens Twente
7200,VG NL (VG7200),0002672862,Expert Meijer Magazijn
7200,VG NL (VG7200),0002701659,Velthuizen keukens
7200,VG NL (VG7200),0002705309,Rozendal Electro B.V.
7200,VG NL (VG7200),0002747791,Electro World Leerdam
7200,VG NL (VG7200),0002756076,Coolblue B.V.
7200,VG NL (VG7200),0002759649,Expert Soest B.V.
7200,VG NL (VG7200),0002761562,Poggenpohl Studio Poortvliet B.V.
7200,VG NL (VG7200),0002769112,EP:OJE Electronics
7200,VG NL (VG7200),0002779770,Bol.com b.v.
7200,VG NL (VG7200),0002784451,Lunenburg Rosmalen B.V.
7200,VG NL (VG7200),0002796751,EP:Rickelman
7200,VG NL (VG7200),0002816575,Keukens en Meer
7200,VG NL (VG7200),0002819298,Art Design Keukens
7200,VG NL (VG7200),0002832276,IntoInteriors B.V.
7200,VG NL (VG7200),0002832818,Toss Design V.O.F.
7200,VG NL (VG7200),0002833978,Eigenhuis Keukengroep B.V.
7200,VG NL (VG7200),0002835326,Expert Emmeloord
7200,VG NL (VG7200),0002839762,Electro Centrum Lemelerveld (Prof.)
7200,VG NL (VG7200),0002839763,De Waswacht (Prof.)
7200,VG NL (VG7200),0002843340,Electro World Waalwijk
7200,VG NL (VG7200),0002843611,Expert 's-Heerenberg B.V.
7200,VG NL (VG7200),0002855987,Electro World Oegstgeest B.V.
7200,VG NL (VG7200),0002871064,Bouwcenter Nieuwegein
7200,VG NL (VG7200),0002875798,Heuvelrug Keukens
7200,VG NL (VG7200),0002889151,Quadro Interieurs B.V.
7200,VG NL (VG7200),0002893035,V.O.F. Elektro Lamper
7200,VG NL (VG7200),0002893873,Tinello Hilversum B.V.
7200,VG NL (VG7200),0002896500,Selligh
7200,VG NL (VG7200),0002897707,Marquardt Küchen Utrecht
7200,VG NL (VG7200),0002906595,Schomaker TV
7200,VG NL (VG7200),0002906773,Electro World Wichink Heeten B.V.
7200,VG NL (VG7200),0002911536,Piet-Jan van den Kommer
7200,VG NL (VG7200),0002919637,Wood Creations B.V.
7200,VG NL (VG7200),0002921256,Bouwcenter Logus Vlissingen BV
7200,VG NL (VG7200),0002921655,Keukenstudio Stoof V.O.F.
7200,VG NL (VG7200),0002925399,EP:Stadshagen
7200,VG NL (VG7200),0002927216,Otten Keukens en Sanitair
7200,VG NL (VG7200),0002932732,NDR Keukens  B.V.
7200,VG NL (VG7200),0002934169,Intermat Alphen a/d Rijn B.V.
7200,VG NL (VG7200),0002951236,CoKoen Interieurmaatwerk B.V.
7200,VG NL (VG7200),0002958692,Houtwerk Meubel-en Keukenmakerij Hattem
7200,VG NL (VG7200),0002969574,Willem's Witgoedservice & Techniek
7200,VG NL (VG7200),0002992600,IJkelenstam Keukens
7200,VG NL (VG7200),0002997659,Kembra B.V.
7200,VG NL (VG7200),0003004128,WAS Dé Witgoed Specialist
7200,VG NL (VG7200),0003011481,Rozendal Electro B.V. (Prof.)
7200,VG NL (VG7200),0003011482,Expert Tromp (Prof.)
7200,VG NL (VG7200),0003015493,René Gellings
7200,VG NL (VG7200),0003021114,Haran Houtbewerkers V.O.F.
7200,VG NL (VG7200),0003021588,Visiebouw B.V. h/o Gustin Electro
7200,VG NL (VG7200),0003024790,Xab B.V.
7200,VG NL (VG7200),0003025069,Van Bommel Interieur
7200,VG NL (VG7200),0003025767,Eiland de Wild Keukens
7200,VG NL (VG7200),0003026819,Peter Smeets Keukendesign B.V.
7200,VG NL (VG7200),0003032347,De Witgoedpartner
7200,VG NL (VG7200),0003042899,Frank van Boxtel Interieurbouw B.V.
7200,VG NL (VG7200),0003049968,Hindriks Keukens V.O.F.
7200,VG NL (VG7200),0003056013,Bol.com B.V.
7200,VG NL (VG7200),0003067196,Beerepoot Volendam B.V.
7200,VG NL (VG7200),0003069357,Hermens Meubelbedrijf-Interieurbouw BV
7200,VG NL (VG7200),0003081209,Electro World Frans Smits
7200,VG NL (VG7200),0003099040,Electra J. Mahu B.V.
7200,VG NL (VG7200),0003104883,Expert Hengelo B.V.
7200,VG NL (VG7200),0003118925,Expert Venray
7200,VG NL (VG7200),0003135412,Maasduin Witgoedservice
7200,VG NL (VG7200),0003147504,Electro van Ommeren V.O.F.
7200,VG NL (VG7200),0003151492,Electro World Veen
7200,VG NL (VG7200),0003162257,Kitchen Concepts BV
